"phase","tier","family","design_case_id","analysis_case_id","chunk_id","replicate_start","replicate_end","seed"
"generate_design","short","binomial","binom-dpoint-0p5-short",NA,9,8001,9000,29263028
"generate_design","short","binomial","binom-dpoint-0p5-short",NA,10,9001,10000,30263031
"generate_design","short","binomial","binom-dpoint-0p6-short",NA,1,1,1000,21263005
"generate_design","short","binomial","binom-dpoint-0p6-short",NA,2,1001,2000,22263008
"generate_design","short","binomial","binom-dpoint-0p6-short",NA,3,2001,3000,23263011
"generate_design","short","binomial","binom-dpoint-0p6-short",NA,4,3001,4000,24263014
"generate_design","short","binomial","binom-dpoint-0p6-short",NA,5,4001,5000,25263017
"generate_design","short","binomial","binom-dpoint-0p6-short",NA,6,5001,6000,26263020
"generate_design","short","binomial","binom-dpoint-0p6-short",NA,7,6001,7000,27263023
"generate_design","short","binomial","binom-dpoint-0p6-short",NA,8,7001,8000,28263026
"generate_design","short","binomial","binom-dpoint-0p6-short",NA,9,8001,9000,29263029
"generate_design","short","binomial","binom-dpoint-0p6-short",NA,10,9001,10000,30263032
"generate_design","short","binomial","binom-dpoint-0p2-short",NA,1,1,1000,21263006
"generate_design","short","binomial","binom-dpoint-0p2-short",NA,2,1001,2000,22263009
"generate_design","short","binomial","binom-dpoint-0p2-short",NA,3,2001,3000,23263012
"generate_design","short","binomial","binom-dpoint-0p2-short",NA,4,3001,4000,24263015
"generate_design","short","binomial","binom-dpoint-0p2-short",NA,5,4001,5000,25263018
"generate_design","short","binomial","binom-dpoint-0p2-short",NA,6,5001,6000,26263021
"generate_design","short","binomial","binom-dpoint-0p2-short",NA,7,6001,7000,27263024
"generate_design","short","binomial","binom-dpoint-0p2-short",NA,8,7001,8000,28263027
"generate_design","short","binomial","binom-dpoint-0p2-short",NA,9,8001,9000,29263030
"generate_design","short","binomial","binom-dpoint-0p2-short",NA,10,9001,10000,30263033
"generate_design","short","binomial","binom-dpoint-0p75-short",NA,1,1,1000,21263007
"generate_design","short","binomial","binom-dpoint-0p75-short",NA,2,1001,2000,22263010
"generate_design","short","binomial","binom-dpoint-0p75-short",NA,3,2001,3000,23263013
"generate_design","short","binomial","binom-dpoint-0p75-short",NA,4,3001,4000,24263016
"generate_design","short","binomial","binom-dpoint-0p75-short",NA,5,4001,5000,25263019
"generate_design","short","binomial","binom-dpoint-0p75-short",NA,6,5001,6000,26263022
"generate_design","short","binomial","binom-dpoint-0p75-short",NA,7,6001,7000,27263025
"generate_design","short","binomial","binom-dpoint-0p75-short",NA,8,7001,8000,28263028
"generate_design","short","binomial","binom-dpoint-0p75-short",NA,9,8001,9000,29263031
"generate_design","short","binomial","binom-dpoint-0p75-short",NA,10,9001,10000,30263034
"generate_design","short","binomial","binom-dbeta-60-40-short",NA,1,1,1000,21263008
"generate_design","short","binomial","binom-dbeta-60-40-short",NA,2,1001,2000,22263011
"generate_design","short","binomial","binom-dbeta-60-40-short",NA,3,2001,3000,23263014
"generate_design","short","binomial","binom-dbeta-60-40-short",NA,4,3001,4000,24263017
"generate_design","short","binomial","binom-dbeta-60-40-short",NA,5,4001,5000,25263020
"generate_design","short","binomial","binom-dbeta-60-40-short",NA,6,5001,6000,26263023
"generate_design","short","binomial","binom-dbeta-60-40-short",NA,7,6001,7000,27263026
"generate_design","short","binomial","binom-dbeta-60-40-short",NA,8,7001,8000,28263029
"generate_design","short","binomial","binom-dbeta-60-40-short",NA,9,8001,9000,29263032
"generate_design","short","binomial","binom-dbeta-60-40-short",NA,10,9001,10000,30263035
"generate_design","adversarial","binomial","binom-dbeta-1-1-h1gt0p5-short",NA,1,1,1000,21263009
"generate_design","adversarial","binomial","binom-dbeta-1-1-h1gt0p5-short",NA,2,1001,2000,22263012
"generate_design","adversarial","binomial","binom-dbeta-1-1-h1gt0p5-short",NA,3,2001,3000,23263015
"generate_design","adversarial","binomial","binom-dbeta-1-1-h1gt0p5-short",NA,4,3001,4000,24263018
"generate_design","adversarial","binomial","binom-dbeta-1-1-h1gt0p5-short",NA,5,4001,5000,25263021
"generate_design","adversarial","binomial","binom-dbeta-1-1-h1gt0p5-short",NA,6,5001,6000,26263024
"generate_design","adversarial","binomial","binom-dbeta-1-1-h1gt0p5-short",NA,7,6001,7000,27263027
"generate_design","adversarial","binomial","binom-dbeta-1-1-h1gt0p5-short",NA,8,7001,8000,28263030
"generate_design","adversarial","binomial","binom-dbeta-1-1-h1gt0p5-short",NA,9,8001,9000,29263033
"generate_design","adversarial","binomial","binom-dbeta-1-1-h1gt0p5-short",NA,10,9001,10000,30263036
"generate_design","adversarial","binomial","binom-dbeta-1-1-h0le0p5-short",NA,1,1,1000,21263010
"generate_design","adversarial","binomial","binom-dbeta-1-1-h0le0p5-short",NA,2,1001,2000,22263013
"generate_design","adversarial","binomial","binom-dbeta-1-1-h0le0p5-short",NA,3,2001,3000,23263016
"generate_design","adversarial","binomial","binom-dbeta-1-1-h0le0p5-short",NA,4,3001,4000,24263019
"generate_design","adversarial","binomial","binom-dbeta-1-1-h0le0p5-short",NA,5,4001,5000,25263022
"generate_design","adversarial","binomial","binom-dbeta-1-1-h0le0p5-short",NA,6,5001,6000,26263025
"generate_design","adversarial","binomial","binom-dbeta-1-1-h0le0p5-short",NA,7,6001,7000,27263028
"generate_design","adversarial","binomial","binom-dbeta-1-1-h0le0p5-short",NA,8,7001,8000,28263031
"generate_design","adversarial","binomial","binom-dbeta-1-1-h0le0p5-short",NA,9,8001,9000,29263034
"generate_design","adversarial","binomial","binom-dbeta-1-1-h0le0p5-short",NA,10,9001,10000,30263037
"generate_design","long","binomial","binom-dpoint-0p5-long",NA,1,1,1000,21263011
"generate_design","long","binomial","binom-dpoint-0p5-long",NA,2,1001,2000,22263014
"generate_design","long","binomial","binom-dpoint-0p5-long",NA,3,2001,3000,23263017
"generate_design","long","binomial","binom-dpoint-0p5-long",NA,4,3001,4000,24263020
"generate_design","long","binomial","binom-dpoint-0p5-long",NA,5,4001,5000,25263023
"generate_design","long","binomial","binom-dpoint-0p5-long",NA,6,5001,6000,26263026
"generate_design","long","binomial","binom-dpoint-0p5-long",NA,7,6001,7000,27263029
"generate_design","long","binomial","binom-dpoint-0p5-long",NA,8,7001,8000,28263032
"generate_design","long","binomial","binom-dpoint-0p5-long",NA,9,8001,9000,29263035
"generate_design","long","binomial","binom-dpoint-0p5-long",NA,10,9001,10000,30263038
"generate_design","long","binomial","binom-dpoint-0p55-long",NA,1,1,1000,21263012
"generate_design","long","binomial","binom-dpoint-0p55-long",NA,2,1001,2000,22263015
"generate_design","long","binomial","binom-dpoint-0p55-long",NA,3,2001,3000,23263018
"generate_design","long","binomial","binom-dpoint-0p55-long",NA,4,3001,4000,24263021
"generate_design","long","binomial","binom-dpoint-0p55-long",NA,5,4001,5000,25263024
"generate_design","long","binomial","binom-dpoint-0p55-long",NA,6,5001,6000,26263027
"generate_design","long","binomial","binom-dpoint-0p55-long",NA,7,6001,7000,27263030
"generate_design","long","binomial","binom-dpoint-0p55-long",NA,8,7001,8000,28263033
"generate_design","long","binomial","binom-dpoint-0p55-long",NA,9,8001,9000,29263036
"generate_design","long","binomial","binom-dpoint-0p55-long",NA,10,9001,10000,30263039
